,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,landArea,popDensity,pctUsePubTrans,pctOfficDrugUnit,murders
0,0.000270083,0.407608696,0.014171925,0.919030428,0.112658889,0.018493223,0.158370132,0.197284476,0.106646321,0.189199765,0.001636039,1,0.577349053,0.884449908,0.237366003,0.773639313,0.2627829,0.019041219,0.355053508,0.537775842,0.421493154,0.39068762,0.064114652,0.011927083,0.255272453,0.417910994,0.000107588,0.023012552,0.11289998,0.116897507,0.600257898,0.046138415,0.663826232,0.262609421,0.372915895,0.096037296,0.756539579,0.085793872,0.221877905,0.090909091,0.084536082,0.395744681,0.969276511,0.967555197,0.953778751,0.980165932,0.316915814,0.357022353,5.88E-05,0.013162706,0.000603482,0.135168767,0.170693277,0.259745081,0.351477273,0.067833698,0.069744104,0.08839779,0.101133926,0.856727351,0.035742238,0.11353583,0.122576405,0.479591837,0.484320557,0.405660377,0.930620574,0.005720054,0.086692674,0.666666667,0.000162101,0.989761092,0.931181715,0.078215092,0.435134793,0.416666667,0,0.052532833,0.414227158,0.505930269,0.633105907,0.335347432,0.649667406,1,1,0.393524284,1,0.440594059,0.379679144,0.293233083,0.000470427,0,0.174028562,0.543697187,0.801138918,0.730477855,0.839570598,0.001569111,0.041517507,0.177250138,0,0
1,0.0017939,0.331521739,0.008275577,0.958122744,0.059376632,0.007670484,0.129064633,0.194994274,0.099016616,0.303658775,0.003157774,1,0.340287036,0.726951444,0.169984686,0.700468581,0.428751048,0.057571685,0.461117717,0.349063869,0.256798416,0.232241472,0.085503489,0,0.189083031,0.223649539,0.000582707,0.058228731,0.108875025,0.169806094,0.364410058,0.037111334,0.620551378,0.212796999,0.381437569,0.117016317,0.532740639,0.116991643,0.246823675,0.15070491,0.133505155,0.34893617,0.905281042,0.902396338,0.96516977,0.858957739,0.420456334,0.43188528,8.15E-05,0.008775137,0.000912185,0.081039042,0.113576681,0.164954832,0.255681818,0.031363968,0.036126443,0.043804262,0.057309225,0.879457072,0.047221498,0.097021528,0.09530069,0.380952381,0.425087108,0.128930818,0.901452407,0.01615074,0.222583442,0.666666667,0.00118102,0.969933366,0.854200678,0,0.192507278,0.395833333,0.012981575,0.026266417,0.250104123,0.301144014,0.363924621,0.192145015,0.407982262,0.499432463,0.598290598,0.255292653,0.537700865,0.628712871,0.35828877,0.180451128,0,0,0.134838924,0.815140641,0.890753784,0.90719697,0.943640972,0.002717924,0.049224444,0.070679183,0,0
2,0.002644628,0.225543478,0.007654908,0.945332646,0.059202507,0.023431754,0.136089924,0.269916571,0.108002713,0.16865584,0.00400734,1,0.233559024,0.773202213,0.17611026,0.599783732,0.243643476,0.061827957,0.263971463,0.246303311,0.20165332,0.18351794,0.07846502,0.0450125,0.146262893,0.153802518,0.000946628,0.07165272,0.052324411,0.10567867,0.367504836,0.089936476,0.75154553,0.289704043,0.237680622,0.172960373,0.444520431,0.444011142,0.212581345,0.554691298,0.501030928,0.280851064,0.786776157,0.815158858,0.916429354,0.71973036,0.655546814,0.679881906,0.000310867,0.032175503,0.000695181,0.255405195,0.314863445,0.396980572,0.404886364,0.059810357,0.060210738,0.063535912,0.054551027,0.936766132,0.029741717,0.05927455,0.052908314,0.285714286,0.37630662,0.160377358,0.603168887,0.033310902,0.481144343,0.666666667,0.002940972,0.946042581,0.51400226,0.023063424,0.055942286,0.770833333,0.064907873,0.022514071,0.123094338,0.147554324,0.177617258,0.112688822,0.300443459,0.349602724,0.412698413,0.186799502,0.360939431,0.455445545,0.411764706,0.112781955,0.000684258,0,0.080039854,0.440097233,0.371197363,0.485285548,0.745787983,0.002717924,0.062661833,0.080434382,0,3
3,0.000909531,0.217391304,0.0175856,0.976482723,0.008183876,0.006094357,0.159975913,0.258792737,0.128009495,0.311289376,0,0,0.102074783,0.560387216,0.036753446,0.398173735,0.484353171,0.25828853,0.353626635,0.124874573,0.095978645,0.085786866,0.047067698,0.01029375,0.033353742,0.080350608,0.001987846,0.289225941,0.218353794,0.446260388,0.118375242,0.285523236,0.499916458,0.607961651,0.347165617,0.591841492,0.27748333,0.493036212,0.249302758,0.540593097,0.519587629,0.293617021,0.581197791,0.593161012,0.620810515,0.612263417,0.553422502,0.597216364,0.001063392,0.140402194,0.000153151,0.215585628,0.181985294,0.189827992,0.174318182,0.020423049,0.014049172,0.012233623,0.00950046,0.956910482,0.014609966,0.087584783,0.069668091,0.268707483,0.31358885,0.204402516,0.531148722,0.019515478,0.461638492,0.666666667,0.003664637,0.873070047,0.477583825,0.063675107,0.692697127,0,0.293132328,0.163227017,0.044125591,0.06264295,0.081178293,0.090936556,0.106430155,0.147559591,0.155067155,0.141967621,0.174289246,0.683168317,0.352941176,0.330827068,0,0,0.030886749,0.948720917,0.672411209,0.906468531,0.945430148,0.001204853,0.072539739,0.060923983,0,0
4,0.000169571,0.315217391,0.00548257,0.892006189,0.019850252,0.004203005,0.399036532,0.509569769,0.407765344,0.215026414,0,0,0.074277399,0.578518746,0.084226646,0.444671393,0.382089969,0.247087814,0.260879905,0.105560784,0.055902867,0.055808009,0.004181595,0.00921875,0.031573494,0.024300981,0.002005176,0.511680614,0.240491044,0.299168975,0.304964539,0.259445002,0.461487051,0.100875365,0.515931827,0.223076923,0.364506753,0.299721448,0.598078711,0.403014098,0.355670103,0.293617021,0.504318278,0.496768982,0.633187295,0.764454239,0.579071597,0.569169127,0.000762003,0.171846435,8.45E-05,0.730129103,0.736869748,0.839747556,0.794318182,0.059810357,0.049172102,0.046566693,0.037388906,0.953247872,0.010174798,0.125921557,0.08774236,0.261904762,0.327526132,0.179245283,0.530548554,0.048620458,0.569787603,0.333333333,0.001719427,0.893547863,0.461007158,0.097768864,0.500189849,0.395833333,0.311976549,0.153846154,0.032166878,0.049323519,0.06634153,0.087311178,0.114190687,0.185017026,0.21978022,0.199252802,0.173053152,0.856435644,0.49197861,0.210526316,8.55E-05,0,0.025905015,0.775552726,0.455417354,0.471882284,0.837781422,0.002970103,0.021804663,0.006994294,0,0
5,0.017844506,0.230978261,0.025964622,0.958947911,0.015148877,0.008721236,0.271176234,0.384590218,0.261105459,0.226961456,0.019186449,1,0.110762555,0.677627535,0.153139357,0.424606512,0.342274378,0.15546595,0.252794293,0.134239777,0.114371825,0.103458613,0.034801056,0.021383333,0.101285734,0.14829454,0.016712205,0.298814505,0.172268062,0.298753463,0.245390071,0.147107991,0.571428571,0.255523135,0.336050389,0.311188811,0.289622158,0.51643454,0.329408119,0.540106952,0.52628866,0.255319149,0.693331446,0.693187938,0.778313253,0.714674618,0.606451613,0.602488402,0.002864145,0.057769653,0.000994282,0.331777881,0.401260504,0.470486326,0.516818182,0.023340627,0.022579027,0.022494081,0.020839718,0.977270279,0.015653535,0.062518431,0.048636214,0.238095238,0.264808362,0.191823899,0.526707478,0.034656797,0.543237971,0.333333333,0.029427089,0.883146433,0.485244255,0.052394084,0.292368055,0.5625,0.256700168,0.058161351,0.046805993,0.071591943,0.095167242,0.10694864,0.128603104,0.181611805,0.203907204,0.166874222,0.182941904,0.569306931,0.176470588,0.120300752,0.013984519,0.000382885,0.02175357,0.666743836,0.456466357,0.621503497,0.787684509,0.019473787,0.044905122,0.017853856,0,7
6,0.002556561,0.27173913,0.016551153,0.968437339,0.025074003,0.010297363,0.132276194,0.294945199,0.137673788,0.249657601,0.003919392,1,0.29574151,0.734326982,0.059724349,0.503304097,0.35512713,0.117159498,0.327467301,0.310724092,0.223129252,0.20202594,0.08175561,0.044754167,0.119050535,0.413446055,0.000756725,0.058751743,0.086335279,0.172160665,0.327272727,0.118020729,0.678362573,0.24947895,0.342349018,0.166200466,0.449649513,0.213927577,0.371707468,0.277588721,0.247938144,0.361702128,0.800792864,0.827409801,0.912924425,0.737879181,0.641070024,0.650780261,0.000498524,0.043144424,0.001256415,0.177010422,0.213629202,0.296126717,0.315454545,0.076586433,0.074761666,0.086819258,0.078148943,0.903048583,0.015653535,0.121498083,0.099244167,0.329931973,0.445993031,0.169811321,0.608450366,0.023889637,0.479952319,0.666666667,0.003068337,0.936778807,0.503579053,0.035347205,0.396532085,0.354166667,0.028894472,0.052532833,0.28886685,0.331945199,0.396989409,0.182477341,0.403547672,0.623155505,0.783882784,0.449564134,0.672435105,0.47029703,0.363636364,0.180451128,0,0,0.149618067,0.816645445,0.773565113,0.790792541,0.905024601,0.002801984,0.059554635,0.177066078,0,0
7,0.006762886,0.230978261,0.146891487,0.847756576,0.006442626,0.005358832,0.215375351,0.30345166,0.171922686,0.253179417,0.008118604,1,0.125088228,0.613398894,0.102603369,0.359605911,0.38795753,0.193324373,0.454934602,0.143542754,0.119245673,0.112452271,0.04629455,0.013820833,0.08290868,0.113215488,0.007395394,0.302301255,0.199034011,0.376869806,0.133720181,0.229689067,0.530827068,0.520008337,0.23805113,0.479020979,0.197298684,0.621169916,0.252246669,0.631016043,0.624226804,0.280851064,0.560526688,0.543887991,0.670208105,0.551724138,0.60833989,0.642977647,0.004488615,0.170383912,0.000238608,0.204541919,0.299632353,0.3494617,0.375909091,0.008023341,0.010035123,0.009865825,0.008887527,0.983302812,0.007304983,0.085225597,0.069339468,0.265306122,0.282229965,0.226415094,0.616492618,0.031123822,0.576939749,0.333333333,0.01166547,0.889809849,0.58972749,0.160190524,0.673838755,0.3125,0.352596315,0.091932458,0.023300935,0.03642032,0.051292812,0.078851964,0.096452328,0.150964813,0.174603175,0.173100872,0.180469716,0.564356436,0.058823529,0.157894737,0.000898088,0,0.011457987,0.774973955,0.644687547,0.839160839,0.874906814,0.010731598,0.034041235,0.012884226,0,8
8,0.008766562,0.233695652,0.003620565,0.97400722,0.021243253,0.006409583,0.242071457,0.421724194,0.26602238,0.135394248,0.010121455,1,0.143431016,0.799170252,0.448698315,0.496215307,0.202430847,0.090277778,0.162901308,0.185297252,0.143236029,0.130250245,0.041731096,0.011133333,0.075458013,0.094678671,0.006877673,0.227336123,0.107063796,0.135872576,0.368923275,0.095620194,0.729991646,0.100875365,0.423490182,0.233100233,0.392374765,0.287465181,0.446389836,0.32036947,0.299484536,0.30212766,0.798244372,0.826602046,0.853231106,0.784288307,0.785208497,0.770982708,0.001423543,0.059963437,0.000698062,0.368331,0.440913866,0.577651281,0.612840909,0.034281546,0.033617662,0.036700868,0.032791909,0.959388129,0.011218367,0.048068416,0.036148538,0.25170068,0.404181185,0.113207547,0.522026167,0.027254374,0.609666233,0.333333333,0.008834495,0.936128718,0.392314454,0.011281023,0.284647513,0.666666667,0.111390285,0.03564728,0.081445025,0.105722985,0.138829718,0.118429003,0.157427938,0.22814983,0.25030525,0.181818182,0.201483313,0.50990099,0.35828877,0.203007519,0.005345764,0.001435819,0.03005646,0.602731798,0.432938708,0.583041958,0.724019681,0.008405951,0.054032234,0.025952512,0,0
9,0.012797845,0.277173913,0.239371056,0.669623517,0.015497127,0.170536934,0.30710558,0.41174546,0.287894201,0.224222266,0.014146684,1,0.078303227,0.653349723,0.131699847,0.302414995,0.339200894,0.198924731,0.250416171,0.105871921,0.085387066,0.104989113,0.026942297,0.02356875,0.054349362,0.127799736,0.01999327,0.488842399,0.25779835,0.417728532,0.198452611,0.236375794,0.443609023,0.285118799,0.377361986,0.351048951,0.304667465,0.498050139,0.40951348,0.549829849,0.522680412,0.34893617,0.547642645,0.488152935,0.658817087,0.537853254,0.572462628,0.57528469,0.006704489,0.172212066,0.002291505,0.241717219,0.303046218,0.437074619,0.566136364,0.052516411,0.053687908,0.064325178,0.070793748,0.857158246,0.065483955,0.169271601,0.120276043,0.295918367,0.299651568,0.279874214,0.394790541,0.102456258,0.616601647,0.333333333,0.032246486,0.814236958,0.372347105,0.141388819,0.436020757,0.4375,0.491624791,0.061913696,0.028043183,0.049115402,0.083085877,0.117220544,0.103104213,0.182746879,0.228327228,0.220423412,0.199011125,0.727722772,0.288770053,0.218045113,0.001838943,0.000382885,0.073895716,0.796851487,0.457065788,0.671620047,0.884001789,0.021743394,0.029608841,0.013988588,0.135631709,29
